brand,breadcrumbs,colour,description,image_urls,price,primary_image_url,product_id,product_name,product_url,reviews,sizes,sku
CARBON38,"Home,Shop All,Tops,Crew Neck Sweatshirt in French Terry",Lotus,"Our best-selling French Terry fabric, now in a crew neck! ","//carbon38.com/cdn/shop/files/CARB-YD6140-LOTUS-25SM-Crewneck-Sweatshirt-color-Lotus_28463-Edit.jpg?v=1745945924&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6140-LOTUS-25SM-Crewneck-Sweatshirt-color-Lotus_28458-Edit.jpg?v=1745945924&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6140-LOTUS-25SM-Crewneck-Sweatshirt-color-Lotus_28469-Edit.jpg?v=1745945924&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6140-LOTUS-25SM-Crewneck-Sweatshirt-color-Lotus_28473-Edit.jpg?v=1745945924&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6140-LOTUS-25SM-Crewneck-Sweatshirt-color-Lotus_28485-Edit.jpg?v=1745945924&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6140-LOTUS-25SM-Crewneck-Sweatshirt-color-Lotus_28494-Edit.jpg?v=1745945924&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6140-LOTUS-25SM-Crewneck-Sweatshirt-color-Lotus_28132-Edit.jpg?v=1745945924&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6140-LOTUS-25SM-Crewneck-Sweatshirt-color-Lotus_28108-Edit.jpg?v=1745945924&width=1000",$138.00 USD,//carbon38.com/cdn/shop/files/CARB-YD6140-LOTUS-25SM-Crewneck-Sweatshirt-color-Lotus_28463-Edit.jpg?v=1745945924&width=1000,7958227910845,Crew Neck Sweatshirt in French Terry,https://carbon38.com/products/crewneck-sweatshirt-lotus,0,"XS,S,M,L,XL",CARB-YD6140-LOTUS-25SM-XS
CARBON38,"Home,Shop All,Tops,V-Neck Tank in Ribbed Melt",Lotus,77%POLYESTER 23%SPANDEX,"//carbon38.com/cdn/shop/files/CARB-YD375R-LOTUS-25SM-Ribbed-Vneck-Tank-color-Lotus_25647-Edit.jpg?v=1745365598&width=1000,//carbon38.com/cdn/shop/files/CARB-YD1016R-LOTUS-25SM-High-Rise-Legging-in-Melt-Rib-color-Lotus_25709-Edit_492318c8-22cd-4160-8cb9-5f9ebe2dfc3c.jpg?v=1745365947&width=1000,//carbon38.com/cdn/shop/files/CARB-YD375R-LOTUS-25SM-Ribbed-Vneck-Tank-color-Lotus_25662-Edit.jpg?v=1745365947&width=1000,//carbon38.com/cdn/shop/files/CARB-YD375R-LOTUS-25SM-Ribbed-Vneck-Tank-color-Lotus_25659-Edit.jpg?v=1745365947&width=1000,//carbon38.com/cdn/shop/files/CARB-YD375R-LOTUS-25SM-Ribbed-Vneck-Tank-color-Lotus_25672-Edit.jpg?v=1745365947&width=1000,//carbon38.com/cdn/shop/files/CARB-YD375R-LOTUS-25SM-Ribbed-Vneck-Tank-color-Lotus_25667-Edit.jpg?v=1745365947&width=1000,//carbon38.com/cdn/shop/files/PINKRIBBEDMELTSWATCH-Edit.jpg?v=1746736554&width=1000,//carbon38.com/cdn/shop/files/CARB-YD375R-LOTUS-25SM-Ribbed-Vneck-Tank-color-Lotus_25174-Edit.jpg?v=1746736509&width=1000",$88.00 USD,//carbon38.com/cdn/shop/files/CARB-YD375R-LOTUS-25SM-Ribbed-Vneck-Tank-color-Lotus_25647-Edit.jpg?v=1745365598&width=1000,7925997764797,V-Neck Tank in Ribbed Melt,https://carbon38.com/products/ribbed-vneck-tank-lotus,0,"XS,S,M,L,XL",CARB-YD375R-LOTUS-25SM-XS
KERRI ROSENTHAL,"Home,Shop All,Tops,Summer Sweater",Sunshine Yellow,"55% silk, 45% linen","//carbon38.com/cdn/shop/files/KRRNL-KR25-3397-YLLWYELMED-Summer-Sweater-color-Sunshine-Yellow_7395-Edit.png?v=1746566966&width=1000,//carbon38.com/cdn/shop/files/KRRNL-KR25-3397-YLLWYELMED-Summer-Sweater-color-Sunshine-Yellow_7390-Edit.png?v=1746566993&width=1000,//carbon38.com/cdn/shop/files/KRRNL-KR25-3397-YLLWYELMED-Summer-Sweater-color-Sunshine-Yellow_7404-Edit.png?v=1746567002&width=1000,//carbon38.com/cdn/shop/files/KRRNL-KR25-3397-YLLWYELMED-Summer-Sweater-color-Sunshine-Yellow_7416-Edit.png?v=1746567011&width=1000,//carbon38.com/cdn/shop/files/KRRNL-KR25-3397-YLLWYELMED-Summer-Sweater-color-Sunshine-Yellow_7424-Edit.png?v=1746567020&width=1000,//carbon38.com/cdn/shop/files/KRRNL-KR25-3397-YLLWYELMED-Summer-Sweater-color-Sunshine-Yellow_7433-Edit.png?v=1746567024&width=1000",$298.00 USD,//carbon38.com/cdn/shop/files/KRRNL-KR25-3397-YLLWYELMED-Summer-Sweater-color-Sunshine-Yellow_7395-Edit.png?v=1746566966&width=1000,7893674033341,Summer Sweater,https://carbon38.com/products/summer-sweater-sunshine-yellow,0,"XS,S,M,L,XL",KRRNL-KR25-3397-YLLWYELMED-XS
THE UPSIDE,"Home,Shop All,Tops,Harbor Paloma Crew",Grey,100% Organic Cotton,"//carbon38.com/cdn/shop/files/THEU-USW125102-GREYGRYMED-Harbor-Paloma-Crew-color-Grey_3954-Edit.jpg?v=1735929813&width=1000,//carbon38.com/cdn/shop/files/THEU-USW125102-GREYGRYMED-Harbor-Paloma-Crew-color-Grey_3950-Edit.jpg?v=1735929813&width=1000,//carbon38.com/cdn/shop/files/THEU-USW125102-GREYGRYMED-Harbor-Paloma-Crew-color-Grey_3977-Edit.jpg?v=1735929809&width=1000,//carbon38.com/cdn/shop/files/THEU-USW125102-GREYGRYMED-Harbor-Paloma-Crew-color-Grey_3988-Edit.jpg?v=1735929809&width=1000,//carbon38.com/cdn/shop/files/THEU-USW125102-GREYGRYMED-Harbor-Paloma-Crew-color-Grey_3998-Edit.jpg?v=1735929809&width=1000,//carbon38.com/cdn/shop/files/THEU-USW125102-GREYGRYMED-Harbor-Paloma-Crew-color-Grey_4000-Edit.jpg?v=1735929809&width=1000",$140.00 USD,//carbon38.com/cdn/shop/files/THEU-USW125102-GREYGRYMED-Harbor-Paloma-Crew-color-Grey_3954-Edit.jpg?v=1735929813&width=1000,,Harbor Paloma Crew,https://carbon38.com/products/harbor-paloma-crew-grey,0,"XS,S,M,L,XL",
CARBON38,"Home,Shop All,Tops,Short Sleeve Collared Tennis Top",White / Pastel Yellow,80% VISCOSE 20% PBT,"//carbon38.com/cdn/shop/files/CARB-YD6161-WHT-25SM-Short-Sleeve-Collared-Tennis-Top-color-White-Pastel-Yellow_20158-Edit.jpg?v=1743641384&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6161-WHT-25SM-Short-Sleeve-Collared-Tennis-Top-color-White-Pastel-Yellow_20141-Edit_2afa4a72-57a5-4e23-9f94-195a6183e1c7.jpg?v=1743641384&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6161-WHT-25SM-Short-Sleeve-Collared-Tennis-Top-color-White-Pastel-Yellow_20185-Edit.jpg?v=1743641384&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6161-WHT-25SM-Short-Sleeve-Collared-Tennis-Top-color-White-Pastel-Yellow_20170-Edit.jpg?v=1743641384&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6161-WHT-25SM-Short-Sleeve-Collared-Tennis-Top-color-White-Pastel-Yellow_20179-Edit.jpg?v=1743641384&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6161-WHT-25SM-Short-Sleeve-Collared-Tennis-Top-color-White-Pastel-Yellow_21725.jpg?v=1743641384&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6161-WHT-25SM-Short-Sleeve-Collared-Tennis-Top-color-White-Pastel-Yellow_19764-Edit.jpg?v=1743641384&width=1000",$148.00 USD,//carbon38.com/cdn/shop/files/CARB-YD6161-WHT-25SM-Short-Sleeve-Collared-Tennis-Top-color-White-Pastel-Yellow_20158-Edit.jpg?v=1743641384&width=1000,7889869963453,Short Sleeve Collared Tennis Top,https://carbon38.com/products/short-sleeve-collared-tennis-top-white-pastel-yellow,0,"XS,S,M,L,XL",CARB-YD6161-WHT-25SM-XS
CARBON38,"Home,Shop All,Tops,Strappy Tank in Melt",Snow Leopard,"The Carbon38 Strappy Tank in Melt is the perfect blend of elegance and performance. Made from our ultra-soft Melt fabric, this tank delivers a second-skin feel with a smooth, contoured fit. Delicate yet supportive, the strappy back detail adds a stylish touch while allowing for effortless movement. Designed with four-way stretch and moisture-wicking properties, it’s perfect for workouts, layering, or everyday wear. Pair it with the Melt High Rise Legging for a sleek, sculpted look. ","//carbon38.com/cdn/shop/files/CARB-YD338LP-SNOWLEO-25SM-Strappy-Tank-in-Melt-color-Snow-Leopard_28369-Edit.jpg?v=1745946608&width=1000,//carbon38.com/cdn/shop/files/CARB-YD338LP-SNOWLEO-25SM-Strappy-Tank-in-Melt-color-Snow-Leopard_28356-Edit.jpg?v=1745946608&width=1000,//carbon38.com/cdn/shop/files/CARB-YD338LP-SNOWLEO-25SM-Strappy-Tank-in-Melt-color-Snow-Leopard_28374-Edit.jpg?v=1745946608&width=1000,//carbon38.com/cdn/shop/files/CARB-YD338LP-SNOWLEO-25SM-Strappy-Tank-in-Melt-color-Snow-Leopard_28385-Edit.jpg?v=1745946608&width=1000,//carbon38.com/cdn/shop/files/CARB-YD338LP-SNOWLEO-25SM-Strappy-Tank-in-Melt-color-Snow-Leopard_28393-Edit.jpg?v=1745946608&width=1000,//carbon38.com/cdn/shop/files/CARB-YD338LP-SNOWLEO-25SM-Strappy-Tank-in-Melt-color-Snow-Leopard_28395-Edit.jpg?v=1745946608&width=1000,//carbon38.com/cdn/shop/files/CARB-YD338LP-SNOWLEO-25SM-Strappy-Tank-in-Melt-color-Snow-Leopard_28402-Edit.jpg?v=1745946608&width=1000,//carbon38.com/cdn/shop/files/CARB-YD338LP-SNOWLEO-25SM-Strappy-Tank-in-Melt-color-Snow-Leopard_28099-Edit.jpg?v=1745946608&width=1000",$118.00 USD,//carbon38.com/cdn/shop/files/CARB-YD338LP-SNOWLEO-25SM-Strappy-Tank-in-Melt-color-Snow-Leopard_28369-Edit.jpg?v=1745946608&width=1000,7926004908221,Strappy Tank in Melt,https://carbon38.com/products/strappy-tank-in-melt-snow-leopard,0,"XS,S,M,L,XL",CARB-YD338LP-SNOWLEO-25SM-XS
KERRI ROSENTHAL,"Home,Shop All,Tops,Mia Stripe Positano Shirt",Santorini Blue,Machine wash cold. Lay flat to dry. ,"//carbon38.com/cdn/shop/files/KRRNL-KR25-2143-BLUEBLULT-Mia-Stripe-Positano-Shirt-color-Santorini-Blue_13761-Edit.jpg?v=1742403510&width=1000,//carbon38.com/cdn/shop/files/KRRNL-KR25-2143-BLUEBLULT-Mia-Stripe-Positano-Shirt-color-Santorini-Blue_13788-Edit.jpg?v=1742403688&width=1000,//carbon38.com/cdn/shop/files/KRRNL-KR25-2143-BLUEBLULT-Mia-Stripe-Positano-Shirt-color-Santorini-Blue_13765-Edit.jpg?v=1742403688&width=1000,//carbon38.com/cdn/shop/files/KRRNL-KR25-2143-BLUEBLULT-Mia-Stripe-Positano-Shirt-color-Santorini-Blue_13772-Edit.jpg?v=1742403688&width=1000,//carbon38.com/cdn/shop/files/KRRNL-KR25-2143-BLUEBLULT-Mia-Stripe-Positano-Shirt-color-Santorini-Blue_13778-Edit.jpg?v=1742403688&width=1000,//carbon38.com/cdn/shop/files/KRRNL-KR25-2143-BLUEBLULT-Mia-Stripe-Positano-Shirt-color-Santorini-Blue_13782-Edit.jpg?v=1742403688&width=1000",$268.00 USD,//carbon38.com/cdn/shop/files/KRRNL-KR25-2143-BLUEBLULT-Mia-Stripe-Positano-Shirt-color-Santorini-Blue_13761-Edit.jpg?v=1742403510&width=1000,7893379449021,Mia Stripe Positano Shirt,https://carbon38.com/products/mia-stripe-positano-shirt-santorini-blue,0,"XS,S,M,L,XL",KRRNL-KR25-2143-BLUEBLULT-XS
MISSONI,"Home,Shop All,Tops,Long Sleeve Top",Multi Blue,"88%Rayon, 12%Metallic Fiber","//carbon38.com/cdn/shop/files/MISS-MS25SK0E-BLUEBLUMED-Top-color-Multi-Blue_19528-Edit.jpg?v=1747085307&width=1000,//carbon38.com/cdn/shop/files/MISS-MS25SK0E-BLUEBLUMED-Top-color-Multi-Blue_19555-Edit.jpg?v=1747085314&width=1000,//carbon38.com/cdn/shop/files/MISS-MS25SK0E-BLUEBLUMED-Top-color-Multi-Blue_19536-Edit.jpg?v=1747085314&width=1000,//carbon38.com/cdn/shop/files/MISS-MS25SK0E-BLUEBLUMED-Top-color-Multi-Blue_19541-Edit.jpg?v=1747085314&width=1000,//carbon38.com/cdn/shop/files/MISS-MS25SK0E-BLUEBLUMED-Top-color-Multi-Blue_19547-Edit.jpg?v=1747085314&width=1000,//carbon38.com/cdn/shop/files/MISS-MS25SK0E-BLUEBLUMED-Top-color-Multi-Blue_19571-Edit.jpg?v=1747085307&width=1000",$780.00 USD,//carbon38.com/cdn/shop/files/MISS-MS25SK0E-BLUEBLUMED-Top-color-Multi-Blue_19528-Edit.jpg?v=1747085307&width=1000,7910038405309,Long Sleeve Top,https://carbon38.com/products/top-multi-blue,0,"38,40,42",MISS-MS25SK0E-BLUEBLUMED-38
CARBON38,"Home,Shop All,Tops,Chambray Vest",Medium Wash,"67% TENCEL, 29% POLYESTER, 3% RAYON, 1% SPANDEX","//carbon38.com/cdn/shop/files/CARB-YD381-BLUE-25SM-Chambray-Vest-color-Medium-Wash_11812-Edit.jpg?v=1749227497&width=1000,//carbon38.com/cdn/shop/files/CARB-YD381-BLUE-25SM-Chambray-Vest-color-Medium-Wash_11798-Edit.jpg?v=1749227497&width=1000,//carbon38.com/cdn/shop/files/CARB-YD381-BLUE-25SM-Chambray-Vest-color-Medium-Wash_11822-Edit.jpg?v=1749151147&width=1000,//carbon38.com/cdn/shop/files/CARB-YD381-BLUE-25SM-Chambray-Vest-color-Medium-Wash_11829-Edit.jpg?v=1749151147&width=1000,//carbon38.com/cdn/shop/files/CARB-YD381-BLUE-25SM-Chambray-Vest-color-Medium-Wash_11839-Edit.jpg?v=1749151147&width=1000,//carbon38.com/cdn/shop/files/CARB-YD381-BLUE-25SM-Chambray-Vest-color-Medium-Wash_12248-Edit.jpg?v=1749151147&width=1000",$148.00 USD,//carbon38.com/cdn/shop/files/CARB-YD381-BLUE-25SM-Chambray-Vest-color-Medium-Wash_11812-Edit.jpg?v=1749227497&width=1000,7931592245437,Chambray Vest,https://carbon38.com/products/chambray-vest-medium-wash,0,"XS,S,M,L,XL",CARB-YD381-BLUE-25SM-XS
THE UPSIDE,"Home,Shop All,Tops,Wildwest Sylve Fringe Shirt",Blue,76% Organic Cotton 24% Lyocell,"//carbon38.com/cdn/shop/files/THEU-USW225032-BLUEBLUMED-Wildwest-Style-Fringe-Shirt-color-Blue_7069-Edit.jpg?v=1746726147&width=1000,//carbon38.com/cdn/shop/files/THEU-USW225032-BLUEBLUMED-Wildwest-Style-Fringe-Shirt-color-Blue_7052-Edit.jpg?v=1746726196&width=1000,//carbon38.com/cdn/shop/files/THEU-USW225032-BLUEBLUMED-Wildwest-Style-Fringe-Shirt-color-Blue_7073-Edit.jpg?v=1746726232&width=1000,//carbon38.com/cdn/shop/files/THEU-USW225032-BLUEBLUMED-Wildwest-Style-Fringe-Shirt-color-Blue_7079-Edit.jpg?v=1746726233&width=1000,//carbon38.com/cdn/shop/files/THEU-USW225032-BLUEBLUMED-Wildwest-Style-Fringe-Shirt-color-Blue_7089-Edit.jpg?v=1746726234&width=1000",$190.00 USD,//carbon38.com/cdn/shop/files/THEU-USW225032-BLUEBLUMED-Wildwest-Style-Fringe-Shirt-color-Blue_7069-Edit.jpg?v=1746726147&width=1000,7910521798845,Wildwest Sylve Fringe Shirt,https://carbon38.com/products/wildwest-style-fringe-shirt-blue,0,"XS,S,M,L",THEU-USW225032-BLUEBLUMED-XS
ADIDAS BY STELLA MCCARTNEY,"Home,Shop All,Tops,aSMC Crop Tee",Desert Sand,"This adidas by Stella McCartney crop t-shirt gives a fashionable edge to casual style. The boxy cut with dropped shoulders loosely hangs on the body, with the mock neck detail emphasizing the more flowing fit. Crafted from soft cotton fabric, this tee pairs well with everything from high-waisted leggings to oversize trousers.","//carbon38.com/cdn/shop/files/ADID-JG3587-BEIGEB-aSMC-Crop-Tee-color-DesertSand-smc_10959-Edit.jpg?v=1749155519&width=1000,//carbon38.com/cdn/shop/files/ADID-JG3587-BEIGEB-aSMC-Crop-Tee-color-DesertSand-smc_10951-Edit.jpg?v=1749155519&width=1000,//carbon38.com/cdn/shop/files/ADID-JG3587-BEIGEB-aSMC-Crop-Tee-color-DesertSand-smc_10965-Edit.jpg?v=1749155507&width=1000,//carbon38.com/cdn/shop/files/ADID-JG3587-BEIGEB-aSMC-Crop-Tee-color-DesertSand-smc_10975-Edit.jpg?v=1749155507&width=1000,//carbon38.com/cdn/shop/files/ADID-JG3587-BEIGEB-aSMC-Crop-Tee-color-DesertSand-smc_10977-Edit.jpg?v=1749155507&width=1000,//carbon38.com/cdn/shop/files/ADID-JG3587-BEIGEB-aSMC-Crop-Tee-color-DesertSand-smc_10986-Edit.jpg?v=1749155507&width=1000",$80.00 USD,//carbon38.com/cdn/shop/files/ADID-JG3587-BEIGEB-aSMC-Crop-Tee-color-DesertSand-smc_10959-Edit.jpg?v=1749155519&width=1000,,aSMC Crop Tee,https://carbon38.com/products/asmc-crop-tee-desert-sand-smc,0,"XS,S,M,L",
CARBON38,"Home,Shop All,Tops,Crochet Off Shoulder Sweater",Chinchilla,65%cotton 35%nylon		,"//carbon38.com/cdn/shop/files/CARB-YD6095-IVRY-25SM-Crochet-Off-Shoulder-Sweater-color-Chinhilla_34892-Edit.jpg?v=1748383542&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6095-IVRY-25SM-Crochet-Off-Shoulder-Sweater-color-Chinhilla_34920-Edit.jpg?v=1748383542&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6095-IVRY-25SM-Crochet-Off-Shoulder-Sweater-color-Chinhilla_34903-Edit.jpg?v=1748383542&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6095-IVRY-25SM-Crochet-Off-Shoulder-Sweater-color-Chinhilla_34911-Edit.jpg?v=1748383542&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6095-IVRY-25SM-Crochet-Off-Shoulder-Sweater-color-Chinhilla_34609-Edit.jpg?v=1748383542&width=1000",$298.00 USD,//carbon38.com/cdn/shop/files/CARB-YD6095-IVRY-25SM-Crochet-Off-Shoulder-Sweater-color-Chinhilla_34892-Edit.jpg?v=1748383542&width=1000,7931632517309,Crochet Off Shoulder Sweater,https://carbon38.com/products/crochet-off-shoulder-sweater-chinhilla,0,"XS/S,M/L",CARB-YD6095-IVRY-25SM-XS/S
CARBON38,"Home,Shop All,Tops,Colorblock Scoop Tank in Melt",Chinchilla / White,81% Nylon 19% Spandex,"//carbon38.com/cdn/shop/files/CARB-YD371-IVRY-25SM-Colorblock-Scoop-Tank-color-Chinchilla-White_34736-Edit.jpg?v=1748915329&width=1000,//carbon38.com/cdn/shop/files/CARB-YD371-IVRY-25SM-Colorblock-Scoop-Tank-color-Chinchilla-White_34730-Edit.jpg?v=1748915329&width=1000,//carbon38.com/cdn/shop/files/CARB-YD371-IVRY-25SM-Colorblock-Scoop-Tank-color-Chinchilla-White_34750-Edit.jpg?v=1748915329&width=1000,//carbon38.com/cdn/shop/files/CARB-YD371-IVRY-25SM-Colorblock-Scoop-Tank-color-Chinchilla-White_34742-Edit.jpg?v=1748915329&width=1000,//carbon38.com/cdn/shop/files/CARB-YD371-IVRY-25SM-Colorblock-Scoop-Tank-color-Chinchilla-White_34754-Edit.jpg?v=1748915299&width=1000,//carbon38.com/cdn/shop/files/CARB-YD371-IVRY-25SM-Colorblock-Scoop-Tank-color-Chinchilla-White_36281-Edit.jpg?v=1748915299&width=1000",$108.00 USD,//carbon38.com/cdn/shop/files/CARB-YD371-IVRY-25SM-Colorblock-Scoop-Tank-color-Chinchilla-White_34736-Edit.jpg?v=1748915329&width=1000,,Colorblock Scoop Tank in Melt,https://carbon38.com/products/colorblock-scoop-tank-chinchilla-white,0,"XS,S,M,L,XL",
CARBON38,"Home,Shop All,Tops,Crew Neck Sweatshirt in French Terry",Chinchilla,"Our best-selling French Terry fabric, now in a crew neck! ","//carbon38.com/cdn/shop/files/CARB-YD6140-IVRY-25SM-Crew-Sweatshirt-color-Chinchilla_37396-Edit.jpg?v=1748914553&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6140-IVRY-25SM-Crew-Sweatshirt-color-Chinchilla_37420-Edit.jpg?v=1748914566&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6140-IVRY-25SM-Crew-Sweatshirt-color-Chinchilla_37400-Edit.jpg?v=1748914566&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6140-IVRY-25SM-Crew-Sweatshirt-color-Chinchilla_37406-Edit.jpg?v=1748914566&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6140-IVRY-25SM-Crew-Sweatshirt-color-Chinchilla_37415-Edit.jpg?v=1748914566&width=1000",$138.00 USD,//carbon38.com/cdn/shop/files/CARB-YD6140-IVRY-25SM-Crew-Sweatshirt-color-Chinchilla_37396-Edit.jpg?v=1748914553&width=1000,7974406160573,Crew Neck Sweatshirt in French Terry,https://carbon38.com/products/crew-sweatshirt-chinchilla,0,"XS,S,M,L,XL",CARB-YD6140-IVRY-25SM-XS
THE UPSIDE,"Home,Shop All,Tops,Kristy Rib Tank Top",White,85% Recycled Polyamide 15% Elastane,"//carbon38.com/cdn/shop/files/THEU-USW125035-WHTWHI-Kristy-Rib-Tank-Top-color-White_13491-Edit.jpg?v=1743023314&width=1000,//carbon38.com/cdn/shop/files/THEU-USW125035-WHTWHI-Kristy-Rib-Tank-Top-color-White_13481-Edit.jpg?v=1743023314&width=1000,//carbon38.com/cdn/shop/files/THEU-USW125035-WHTWHI-Kristy-Rib-Tank-Top-color-White_13500-Edit.jpg?v=1743023314&width=1000,//carbon38.com/cdn/shop/files/THEU-USW125035-WHTWHI-Kristy-Rib-Tank-Top-color-White_13504-Edit.jpg?v=1743023314&width=1000,//carbon38.com/cdn/shop/files/THEU-USW125035-WHTWHI-Kristy-Rib-Tank-Top-color-White_20292-Edit.jpg?v=1743023314&width=1000,//carbon38.com/cdn/shop/files/THEU-USW125035-WHTWHI-Kristy-Rib-Tank-Top-color-White_13688-Edit.jpg?v=1743023301&width=1000",$90.00 USD,//carbon38.com/cdn/shop/files/THEU-USW125035-WHTWHI-Kristy-Rib-Tank-Top-color-White_13491-Edit.jpg?v=1743023314&width=1000,7851453743293,Kristy Rib Tank Top,https://carbon38.com/products/kristy-rib-tank-top-white,0,"XS,S,M,L,XL",THEU-USW125035-WHTWHI-XS
CARBON38,"Home,Shop All,Tops,Linen Tie Puff Sleeve Top",White,"55% LINEN, 45% RAYON","//carbon38.com/cdn/shop/files/CARB-YD6177-WHT-25SM-Linen-Tie-Puff-Sleeve-Top-color-White_35032-Edit.jpg?v=1748625349&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6177-WHT-25SM-Linen-Tie-Puff-Sleeve-Top-color-White_35060-Edit.jpg?v=1748625352&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6177-WHT-25SM-Linen-Tie-Puff-Sleeve-Top-color-White_35039-Edit.jpg?v=1748625352&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6177-WHT-25SM-Linen-Tie-Puff-Sleeve-Top-color-White_35047-Edit.jpg?v=1748625352&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6177-WHT-25SM-Linen-Tie-Puff-Sleeve-Top-color-White_35049-Edit.jpg?v=1748625352&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6177-WHT-25SM-Linen-Tie-Puff-Sleeve-Top-color-White_36313-Edit.jpg?v=1748625349&width=1000",$138.00 USD,//carbon38.com/cdn/shop/files/CARB-YD6177-WHT-25SM-Linen-Tie-Puff-Sleeve-Top-color-White_35032-Edit.jpg?v=1748625349&width=1000,,Linen Tie Puff Sleeve Top,https://carbon38.com/products/linen-tie-puff-sleeve-top-white,0,"XS,S,M,L,XL",
CARBON38,"Home,Shop All,Tops,Crochet Button Front Top",White/Black,100% Cotton,"//carbon38.com/cdn/shop/files/CARB-YD6175-WHT-25SM-Crochet-Top-color-White-Black_34926-Edit.jpg?v=1748636559&width=1000,//carbon38.com/cdn/shop/files/CARB-YD7005-WHT-25SM-Crochet-Short-color-White-Black_34974-Edit.jpg?v=1748636559&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6175-WHT-25SM-Crochet-Top-color-White-Black_34937-Edit.jpg?v=1748636559&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6175-WHT-25SM-Crochet-Top-color-White-Black_34940-Edit.jpg?v=1748636559&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6175-WHT-25SM-Crochet-Top-color-White-Black_34933-Edit.jpg?v=1748636559&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6175-WHT-25SM-Crochet-Top-color-White-Black_34944-Edit.jpg?v=1748636559&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6175-WHT-25SM-Crochet-Top-color-White-Black_34620-Edit.jpg?v=1748636559&width=1000",$158.00 USD,//carbon38.com/cdn/shop/files/CARB-YD6175-WHT-25SM-Crochet-Top-color-White-Black_34926-Edit.jpg?v=1748636559&width=1000,7950410580157,Crochet Button Front Top,https://carbon38.com/products/crochet-top-white-black,0,"XS,S,M,L,XL",CARB-YD6175-WHT-25SM-XS
CARBON38,"Home,Shop All,Tops,Resort Shirt",White,100% Cotton,"//carbon38.com/cdn/shop/files/CARB-YD6153-WHT-25SM-Resort-Shirt-color-White_35595-Edit.jpg?v=1748981890&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6153-WHT-25SM-Resort-Shirt-color-White_35581-Edit.jpg?v=1748981890&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6153-WHT-25SM-Resort-Shirt-color-White_35596-Edit.jpg?v=1748981890&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6153-WHT-25SM-Resort-Shirt-color-White_35605-Edit.jpg?v=1748981890&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6153-WHT-25SM-Resort-Shirt-color-White_35613-Edit.jpg?v=1748981890&width=1000,//carbon38.com/cdn/shop/files/CARB-YD6153-WHT-25SM-Resort-Shirt-color-White_34605-Edit.jpg?v=1748981890&width=1000",$138.00 USD,//carbon38.com/cdn/shop/files/CARB-YD6153-WHT-25SM-Resort-Shirt-color-White_35595-Edit.jpg?v=1748981890&width=1000,,Resort Shirt,https://carbon38.com/products/resort-shirt-white,0,"XS,S,M,L,XL",
